,Experiment number,M,N,Epsilon,Integrator,E1,E2,Training Loss
527,3.0,3.0,50.0,0.0,3.0,0.0019926984609544,0.0277114706436728,1.3733575049561633e-06
528,3.0,3.0,500.0,0.1,0.0,0.0011837357462147,0.035880708668017,0.0001649356987946
529,3.0,3.0,500.0,0.1,1.0,0.0012892431080169,0.0335933901999802,0.0001603437050991
530,3.0,3.0,500.0,0.1,2.0,0.0013569170833949,0.0440105153637547,0.0001652569538164
531,3.0,3.0,500.0,0.1,3.0,0.0013475925499417,0.0419260813352267,0.0001651612489809
532,3.0,3.0,500.0,0.01,0.0,1.1317708860021109e-05,0.0058792453748421,1.639928783476137e-06
533,3.0,3.0,500.0,0.01,1.0,7.571498604021607e-06,0.0041753933064095,1.7657698742972985e-06
534,3.0,3.0,500.0,0.01,2.0,8.54177695580626e-06,0.004134125565536,1.8318194856769568e-06
535,3.0,3.0,500.0,0.01,3.0,1.598643418129737e-05,0.0080568895354686,1.7888335875070916e-06
536,3.0,3.0,500.0,0.001,0.0,2.1288954586160981e-07,0.0004879207644904,1.6384633354316045e-08
537,3.0,3.0,500.0,0.001,1.0,5.111566591439234e-07,0.0012622412781861,1.6506506985315263e-08
538,3.0,3.0,500.0,0.001,2.0,5.121136893584173e-06,0.0049093908310864,1.532548246349882e-07
539,3.0,3.0,500.0,0.001,3.0,3.657255687603104e-06,0.0043118361811115,4.906454199776036e-08
540,3.0,3.0,500.0,0.0,0.0,2.5955787930459777e-07,0.0005062962406571,2.1355052530790342e-10
541,3.0,3.0,500.0,0.0,1.0,2.772582934035888e-07,0.0003626228689038,2.7633921983468887e-10
542,3.0,3.0,500.0,0.0,2.0,2.975517820702097e-06,0.0039263547068124,1.375607475756951e-07
543,3.0,3.0,500.0,0.0,3.0,4.777055415637276e-06,0.0049638405217021,3.483164273472317e-08
544,3.0,3.0,1000.0,0.1,0.0,0.0005506305919991,0.0365086121970173,0.0001590701589921
545,3.0,3.0,1000.0,0.1,1.0,0.0004269848481966,0.020674971005327,0.0001694757078449
546,3.0,3.0,1000.0,0.1,2.0,0.00053185397563,0.0269813624999066,0.0001597019858001
547,3.0,3.0,1000.0,0.1,3.0,0.0005512106067721,0.0275247929929905,0.0001674431999683
548,3.0,3.0,1000.0,0.01,0.0,8.331061199266595e-06,0.0055802316633335,1.6730881410319342e-06
549,3.0,3.0,1000.0,0.01,1.0,4.378215708287717e-06,0.0032273245019312,1.5947794940020053e-06
550,3.0,3.0,1000.0,0.01,2.0,1.596377073237551e-05,0.0067838432023103,1.8333730783668e-06
551,3.0,3.0,1000.0,0.01,3.0,1.314604128340185e-05,0.0056521218854365,1.7094711487493009e-06
552,3.0,3.0,1000.0,0.001,0.0,1.746788753976887e-07,0.00069989075838,1.6589933753016767e-08
553,3.0,3.0,1000.0,0.001,1.0,2.556479275003547e-07,0.0009743023691765,1.598986081349085e-08
554,3.0,3.0,1000.0,0.001,2.0,6.566133733020544e-06,0.005589396991549,1.4351438823834488e-07
555,3.0,3.0,1000.0,0.001,3.0,5.583667740298362e-06,0.0050485087548213,5.202493672727284e-08
556,3.0,3.0,1000.0,0.0,0.0,9.677780659865806e-08,0.0002147918845193,1.1051150690650367e-10
557,3.0,3.0,1000.0,0.0,1.0,4.7393326545704415e-08,0.0001115432160694,2.996105395807203e-11
558,3.0,3.0,1000.0,0.0,2.0,5.007849993129372e-06,0.0046113207068648,1.1521585944102821e-07
559,3.0,3.0,1000.0,0.0,3.0,4.136838931087582e-06,0.0044112373584399,3.2054967284214465e-08
560,3.0,3.0,1500.0,0.1,0.0,0.0003326042844722,0.022740530135359,0.0001660581989447
561,3.0,3.0,1500.0,0.1,1.0,0.0004434374373896,0.0178458418731497,0.0001622704403943
562,3.0,3.0,1500.0,0.1,2.0,0.0004248650338464,0.0166665913666499,0.0001635726190019
563,3.0,3.0,1500.0,0.1,3.0,0.0005784615407009,0.0273147717344522,0.0001685711872516
564,3.0,3.0,1500.0,0.01,0.0,1.2326044267861456e-05,0.0068071587872301,1.6808515785278482e-06
565,3.0,3.0,1500.0,0.01,1.0,3.867004676820674e-06,0.0025540940152715,1.6894735326158529e-06
566,3.0,3.0,1500.0,0.01,2.0,1.9085238353417727e-05,0.008983470897952,1.8017565380814843e-06
567,3.0,3.0,1500.0,0.01,3.0,3.019574595384685e-05,0.0127953242427152,1.727957462161793e-06
568,3.0,3.0,1500.0,0.001,0.0,7.069611975986629e-08,0.0004400850625495,1.6954151429456146e-08
569,3.0,3.0,1500.0,0.001,1.0,1.0579541427508905e-07,0.0004341875922628,1.6605301628492854e-08
570,3.0,3.0,1500.0,0.001,2.0,1.0041122562700483e-05,0.0068525690594003,1.4487345184127789e-07
571,3.0,3.0,1500.0,0.001,3.0,5.037239054004772e-06,0.0048634206170821,4.6094958905595975e-08
572,3.0,3.0,1500.0,0.0,0.0,5.6844529075033225e-08,8.601137601934075e-05,1.9491514249076568e-11
573,3.0,3.0,1500.0,0.0,1.0,4.614356007408842e-08,0.0001277031867173,2.8279185526797e-11
574,3.0,3.0,1500.0,0.0,2.0,6.486764858404537e-06,0.0058560109633106,1.393973394033227e-07
575,3.0,3.0,1500.0,0.0,3.0,3.854611823256702e-06,0.0043337917820086,3.194672808893936e-08
576,4.0,3.0,50.0,0.1,0.0,0.0061811313648482,0.1083979830265342,0.0001633308661344
577,4.0,3.0,50.0,0.1,1.0,0.0061811334671161,0.1083982362587504,0.0001633308962856
578,4.0,3.0,50.0,0.1,2.0,0.006000276861436,0.1078792986500906,0.0001627771018406
579,4.0,3.0,50.0,0.1,3.0,0.0056173950406256,0.1086060656649018,0.0001637012639252
580,4.0,3.0,50.0,0.01,0.0,3.039765003092505e-05,0.0069981134759377,1.6972674093272765e-06
581,4.0,3.0,50.0,0.01,1.0,3.0397309153343225e-05,0.0069980996001007,1.6972668481185449e-06
582,4.0,3.0,50.0,0.01,2.0,5.373608993711122e-05,0.0094236571567265,1.8258026989107345e-06
583,4.0,3.0,50.0,0.01,3.0,3.078804524905386e-05,0.0075329934007135,1.732170878072108e-06
584,4.0,3.0,50.0,0.001,0.0,0.2384089605648864,0.4294564334470197,0.0001861972324873
585,4.0,3.0,50.0,0.001,1.0,0.2418278255227586,0.4370701650646512,0.0001900971275408
586,4.0,3.0,50.0,0.001,2.0,0.289076397883827,0.3927051201596948,0.0002871702801912
587,4.0,3.0,50.0,0.001,3.0,0.2285617892772649,0.3388076869876124,0.0001922374796871
588,4.0,3.0,50.0,0.0,0.0,2.743775932841706e-06,0.0015425619599344,2.3078710628682727e-09
589,4.0,3.0,50.0,0.0,1.0,2.74360237564349e-06,0.0015425039437485,2.307824565566321e-09
590,4.0,3.0,50.0,0.0,2.0,1.620401672600296e-05,0.0066656813772518,1.4499844277084498e-07
591,4.0,3.0,50.0,0.0,3.0,5.910126127283356e-06,0.0039594096694601,3.491641565046654e-08
592,4.0,3.0,500.0,0.1,0.0,0.0005709852053782,0.0268610892891319,0.0001637228962768
593,4.0,3.0,500.0,0.1,1.0,0.0005845208075844,0.0286546859247117,0.0001608986360156
594,4.0,3.0,500.0,0.1,2.0,0.0009774656547019,0.0331931021042988,0.0001654349656942
595,4.0,3.0,500.0,0.1,3.0,0.0004872299946063,0.0278592173585434,0.0001563829001545
596,4.0,3.0,500.0,0.01,0.0,8.11497019152703e-06,0.005329418409788,1.6880886099073034e-06
597,4.0,3.0,500.0,0.01,1.0,7.432535280545478e-06,0.0027433014880144,1.6565123206146418e-06
598,4.0,3.0,500.0,0.01,2.0,2.0763444382633e-05,0.0097291865301211,1.8199454656399984e-06
599,4.0,3.0,500.0,0.01,3.0,2.298917797863816e-05,0.0094531744849206,1.6737493960974187e-06
600,4.0,3.0,500.0,0.001,0.0,3.566963306935795e-07,0.0010686825299209,1.62700214519885e-08
601,4.0,3.0,500.0,0.001,1.0,2.308251264144374e-07,0.0005911608247402,1.6524268929224547e-08
602,4.0,3.0,500.0,0.001,2.0,5.263754100841365e-06,0.0045146142136938,1.5647337176503317e-07
603,4.0,3.0,500.0,0.001,3.0,4.00580215645953e-06,0.0048595982118852,5.4245867821615714e-08
604,4.0,3.0,500.0,0.0,0.0,2.6364335084649934e-07,0.000379908418879,3.1075076282265387e-10
605,4.0,3.0,500.0,0.0,1.0,2.267935723352232e-07,0.0004155692648203,2.4983833688823007e-10
606,4.0,3.0,500.0,0.0,2.0,8.308474923890895e-06,0.0061869380585521,1.4214652170533158e-07
607,4.0,3.0,500.0,0.0,3.0,4.0361453805650574e-06,0.0041639414401645,3.3932643197334284e-08
608,4.0,3.0,1000.0,0.1,0.0,0.0001850684975565,0.0227248332412527,0.0001654330560085
609,4.0,3.0,1000.0,0.1,1.0,0.0002208181000606,0.0129427823776954,0.0001698613151963
610,4.0,3.0,1000.0,0.1,2.0,0.000173805877424,0.0186477559173773,0.0001729877622504
611,4.0,3.0,1000.0,0.1,3.0,0.0002091975047676,0.015131656095973,0.0001700712943304
612,4.0,3.0,1000.0,0.01,0.0,2.960619974059821e-06,0.0029780195969761,1.6966731344363263e-06
613,4.0,3.0,1000.0,0.01,1.0,7.540724506473655e-06,0.0047586716901642,1.718659089517629e-06
614,4.0,3.0,1000.0,0.01,2.0,1.0847480053839595e-05,0.0075207620954715,1.7099710868501935e-06
615,4.0,3.0,1000.0,0.01,3.0,2.180734539784202e-06,0.0021633438562553,1.707557807100357e-06
616,4.0,3.0,1000.0,0.001,0.0,1.7163825395443337e-07,0.0004820299108826,1.6466471962909375e-08
617,4.0,3.0,1000.0,0.001,1.0,2.667123528911873e-07,0.0006649479332099,1.5663571426895026e-08
618,4.0,3.0,1000.0,0.001,2.0,4.467382588312925e-06,0.004324029715811,1.7395949785912445e-07
619,4.0,3.0,1000.0,0.001,3.0,5.415474010916419e-06,0.0050451054135781,5.18512879447761e-08
620,4.0,3.0,1000.0,0.0,0.0,4.01466634387915e-08,0.0001344302133279,5.3869374320287885e-11
621,4.0,3.0,1000.0,0.0,1.0,6.216976375929367e-08,0.0002032109696844,6.553952033479343e-11
622,4.0,3.0,1000.0,0.0,2.0,1.8397484275576568e-06,0.0027103352520495,1.717274804758716e-07
623,4.0,3.0,1000.0,0.0,3.0,4.527812698291679e-06,0.0050244749522915,3.29804985708556e-08
624,4.0,3.0,1500.0,0.1,0.0,0.0003614553639439,0.0186060675330941,0.0001709753746921
625,4.0,3.0,1500.0,0.1,1.0,0.0004256716933594,0.0272972487268168,0.0001726543364868
626,4.0,3.0,1500.0,0.1,2.0,0.0003265742600546,0.0161027678825384,0.0001709137519144
627,4.0,3.0,1500.0,0.1,3.0,0.0004393196888086,0.0327397827847056,0.0001668952429761
628,4.0,3.0,1500.0,0.01,0.0,3.69265750173957e-06,0.0036244066108089,1.6724153552899584e-06
629,4.0,3.0,1500.0,0.01,1.0,1.5804742469799942e-05,0.0079216735507353,1.6318697201902625e-06
630,4.0,3.0,1500.0,0.01,2.0,2.147401696079402e-05,0.0090628496250247,1.84378937430379e-06
631,4.0,3.0,1500.0,0.01,3.0,3.733251083882511e-05,0.0138387371980817,1.7786121640475252e-06
632,4.0,3.0,1500.0,0.001,0.0,2.7432213942272e-07,0.0009625156912713,1.6203457628144532e-08
633,4.0,3.0,1500.0,0.001,1.0,1.5731614164909356e-07,0.0007120268245172,1.693503791073536e-08
634,4.0,3.0,1500.0,0.001,2.0,3.0304646821437483e-06,0.003452387764457,1.61211890164394e-07
635,4.0,3.0,1500.0,0.001,3.0,6.794259790318348e-06,0.0061469278598116,5.2493903152618203e-08
636,4.0,3.0,1500.0,0.0,0.0,3.7188710071772334e-08,0.0001219573847749,4.6960471817342416e-11
637,4.0,3.0,1500.0,0.0,1.0,2.7283558998869284e-08,0.0001201196658859,2.4329483865518244e-11
638,4.0,3.0,1500.0,0.0,2.0,9.442190037752067e-06,0.0065257915543513,1.931614572999588e-07
639,4.0,3.0,1500.0,0.0,3.0,4.204742407080621e-06,0.0045138213678033,3.4783801208809446e-08
640,0.0,5.0,50.0,0.1,0.0,0.0065901650889693,0.0776651257131949,0.0001590001614027
641,0.0,5.0,50.0,0.1,1.0,0.0065902092758535,0.0776652408692583,0.0001590001669252
642,0.0,5.0,50.0,0.1,2.0,0.0065412221205815,0.0774716200936601,0.0001591718484021
643,0.0,5.0,50.0,0.1,3.0,0.00647273392872,0.0785163695328349,0.0001590297215227
644,0.0,5.0,50.0,0.01,0.0,0.0001008596036493,0.0075824050519035,1.6769373147078837e-06
645,0.0,5.0,50.0,0.01,1.0,0.000100859777175,0.007582407897948,1.6769373278130176e-06
646,0.0,5.0,50.0,0.01,2.0,9.743019914069597e-05,0.0072936331324039,1.7154267123238366e-06
647,0.0,5.0,50.0,0.01,3.0,9.741424158433458e-05,0.007791546512227,1.6914955245915156e-06
648,0.0,5.0,50.0,0.001,0.0,0.0206273825822774,0.0843890839490971,8.77120679943646e-06
649,0.0,5.0,50.0,0.001,1.0,0.0206281185272239,0.0843908667745831,8.771531746176313e-06
650,0.0,5.0,50.0,0.001,2.0,0.0214877437679219,0.0870937109151187,9.055250787904052e-06
651,0.0,5.0,50.0,0.001,3.0,0.0207065717275333,0.0849256654920117,8.717150130265832e-06
652,0.0,5.0,50.0,0.0,0.0,4.9265970485048205e-06,0.0019494618196316,2.878172066914506e-09
653,0.0,5.0,50.0,0.0,1.0,4.926602552937536e-06,0.0019494610808532,2.878170226858164e-09
654,0.0,5.0,50.0,0.0,2.0,5.506630485429054e-06,0.0024852467748959,2.3917651302331143e-08
655,0.0,5.0,50.0,0.0,3.0,5.144017037056454e-06,0.0025223484510429,8.456721901322615e-09
656,0.0,5.0,500.0,0.1,0.0,0.0006245483535699,0.0304664043282292,0.0001674850402948
657,0.0,5.0,500.0,0.1,1.0,0.000704069792167,0.0317953736797836,0.0001591744543684
658,0.0,5.0,500.0,0.1,2.0,0.0006119486950542,0.0293508789041141,0.000164213847242
659,0.0,5.0,500.0,0.1,3.0,0.0006001815822312,0.0300378567582168,0.000164893750844
660,0.0,5.0,500.0,0.01,0.0,1.8713383066692687e-05,0.0091104189778593,1.6443924653864871e-06
661,0.0,5.0,500.0,0.01,1.0,5.96341521932248e-06,0.0026390266235714,1.6172860679265784e-06
662,0.0,5.0,500.0,0.01,2.0,9.8191138367016e-06,0.0056398964759054,1.648869643060574e-06
663,0.0,5.0,500.0,0.01,3.0,1.0171337882538391e-05,0.0061535578897563,1.625730546300035e-06
664,0.0,5.0,500.0,0.001,0.0,2.567686718196619e-07,0.000518003064583,1.6742275860105048e-08
665,0.0,5.0,500.0,0.001,1.0,4.973035544001061e-07,0.0012354079505511,1.6411604125866305e-08
666,0.0,5.0,500.0,0.001,2.0,1.2044165011500285e-06,0.0020459093042688,3.634336273106755e-08
667,0.0,5.0,500.0,0.001,3.0,1.1670689049106717e-06,0.0023739055864785,2.3704658703127724e-08
668,0.0,5.0,500.0,0.0,0.0,1.057225120945539e-07,0.000284735936494,7.845897616755378e-11
669,0.0,5.0,500.0,0.0,1.0,1.7462523190086216e-07,0.0004427523136684,1.5095599960153426e-10
670,0.0,5.0,500.0,0.0,2.0,8.060325017898613e-07,0.0020872550549602,2.5284022478243005e-08
671,0.0,5.0,500.0,0.0,3.0,9.04732602420441e-07,0.0021849985406673,6.935002052491623e-09
672,0.0,5.0,1000.0,0.1,0.0,0.0005067581290032,0.0410825090819238,0.0001641715206878
673,0.0,5.0,1000.0,0.1,1.0,0.0002482990753128,0.0227400489963484,0.0001652673622989
674,0.0,5.0,1000.0,0.1,2.0,0.000149144424684,0.0147210469150246,0.0001658820262113
675,0.0,5.0,1000.0,0.1,3.0,0.0001876757180242,0.0183332794809995,0.00016931119654
676,0.0,5.0,1000.0,0.01,0.0,1.8519789940675165e-05,0.0102076949894345,1.677985430513408e-06
677,0.0,5.0,1000.0,0.01,1.0,1.182362090188445e-05,0.0078280217535367,1.6251853497123795e-06
678,0.0,5.0,1000.0,0.01,2.0,9.800295045472211e-06,0.005841548950483,1.7089099110021742e-06
679,0.0,5.0,1000.0,0.01,3.0,1.9608093251633577e-05,0.0083410444763663,1.6163002372255875e-06
680,0.0,5.0,1000.0,0.001,0.0,3.737486168268591e-07,0.0010557553794933,1.6861515169716617e-08
681,0.0,5.0,1000.0,0.001,1.0,2.400085950144723e-07,0.00057274856585,1.597447426116185e-08
682,0.0,5.0,1000.0,0.001,2.0,1.992408275214908e-06,0.0032813886732493,5.311927065609047e-08
683,0.0,5.0,1000.0,0.001,3.0,1.583671411820199e-06,0.0022330585120525,2.445699596661416e-08
684,0.0,5.0,1000.0,0.0,0.0,5.464704285212223e-08,0.0001847493963199,4.848484806420941e-11
685,0.0,5.0,1000.0,0.0,1.0,4.6805513064983226e-08,0.0001779352150391,3.119457078155222e-11
686,0.0,5.0,1000.0,0.0,2.0,1.4780531192912175e-06,0.002789567387753,2.5062203560403223e-08
687,0.0,5.0,1000.0,0.0,3.0,1.2059896214202466e-06,0.0024650806722673,6.476068378459094e-09
688,0.0,5.0,1500.0,0.1,0.0,0.0001222959560733,0.0151857632588412,0.0001662426962099
689,0.0,5.0,1500.0,0.1,1.0,0.0001422358486909,0.0221256435243765,0.0001630267997093
690,0.0,5.0,1500.0,0.1,2.0,0.0001355001431301,0.0195096657352627,0.0001710894868282
691,0.0,5.0,1500.0,0.1,3.0,6.695174422453046e-05,0.0089525131936255,0.0001675044675646
692,0.0,5.0,1500.0,0.01,0.0,5.385911326510264e-06,0.0041344763922544,1.6846860560595722e-06
693,0.0,5.0,1500.0,0.01,1.0,5.854910749667224e-06,0.0050180659934927,1.6854946586052754e-06
694,0.0,5.0,1500.0,0.01,2.0,4.504209995978594e-06,0.0039314053605034,1.706039200262432e-06
695,0.0,5.0,1500.0,0.01,3.0,1.311998329062049e-05,0.0083171085025276,1.6588536972909033e-06
696,0.0,5.0,1500.0,0.001,0.0,1.1912085436570496e-07,0.000449789451768,1.667909612552971e-08
697,0.0,5.0,1500.0,0.001,1.0,1.5662550322538717e-07,0.0006135296178365,1.673127507603241e-08
698,0.0,5.0,1500.0,0.001,2.0,4.916560207935772e-07,0.0010513487961313,4.085272489776353e-08
699,0.0,5.0,1500.0,0.001,3.0,1.0982582684647566e-06,0.0023111290547469,2.3396602142330986e-08
700,0.0,5.0,1500.0,0.0,0.0,3.024031823767821e-08,0.0001086551186607,2.181371000727731e-11
701,0.0,5.0,1500.0,0.0,1.0,4.1483703136745843e-08,0.0001651461409381,2.985093745455884e-11
702,0.0,5.0,1500.0,0.0,2.0,1.4173757870144406e-06,0.0028896180568177,2.865314646968968e-08
703,0.0,5.0,1500.0,0.0,3.0,8.464908467433914e-07,0.0021927514730067,6.422878876163218e-09
704,1.0,5.0,50.0,0.1,0.0,0.0077089634927537,0.1026521787568135,0.000166881477602
705,1.0,5.0,50.0,0.1,1.0,0.0077089607833728,0.1026521583621583,0.0001668814785902
706,1.0,5.0,50.0,0.1,2.0,0.0076357626247333,0.1028712408013,0.0001670769150789
707,1.0,5.0,50.0,0.1,3.0,0.0076610569332574,0.1029549648139073,0.0001669990923928
708,1.0,5.0,50.0,0.01,0.0,0.0003319623644065,0.011084362891033,1.8140776921145507e-06
709,1.0,5.0,50.0,0.01,1.0,0.0003319669174211,0.0110844077777311,1.814080010545432e-06
710,1.0,5.0,50.0,0.01,2.0,0.0003284005459885,0.0116276847594146,1.8515182919602024e-06
711,1.0,5.0,50.0,0.01,3.0,0.0003215682728421,0.0118524020777551,1.8215900376467607e-06
712,1.0,5.0,50.0,0.001,0.0,1.6898897078503209e-06,0.001320620423011,1.8003500431245907e-08
713,1.0,5.0,50.0,0.001,1.0,1.6898970235433376e-06,0.0013206231189771,1.8003504575539073e-08
714,1.0,5.0,50.0,0.001,2.0,4.349122572871023e-06,0.0035315950244045,4.33096631950243e-08
715,1.0,5.0,50.0,0.001,3.0,2.8334796014422178e-06,0.0031665153896709,2.3249298104887336e-08
716,1.0,5.0,50.0,0.0,0.0,6.395704114182713e-06,0.0030785404479109,3.459565496288508e-09
717,1.0,5.0,50.0,0.0,1.0,6.39570426074464e-06,0.0030785427704858,3.4595654147711893e-09
718,1.0,5.0,50.0,0.0,2.0,7.742115444929862e-06,0.0034213210881966,3.303152059698409e-08
719,1.0,5.0,50.0,0.0,3.0,6.933627867477791e-06,0.002946466548378,9.582235412773316e-09
720,1.0,5.0,500.0,0.1,0.0,0.0006899556065271,0.0285001124394577,0.0001659097948188
721,1.0,5.0,500.0,0.1,1.0,0.0004413044447111,0.0243306457611773,0.0001611853983657
722,1.0,5.0,500.0,0.1,2.0,0.0005834841661266,0.026750348006371,0.0001689414021468
723,1.0,5.0,500.0,0.1,3.0,0.0004326124416128,0.0235146840418571,0.0001609482139956
724,1.0,5.0,500.0,0.01,0.0,8.308631167645459e-06,0.0045033307529135,1.6633518814918647e-06
725,1.0,5.0,500.0,0.01,1.0,6.726228476350904e-06,0.0043255633852666,1.7098376314621515e-06
726,1.0,5.0,500.0,0.01,2.0,7.65841856801074e-06,0.0055504165981322,1.752608958775761e-06
727,1.0,5.0,500.0,0.01,3.0,5.734935440641237e-06,0.0038141163585826,1.6684435104795094e-06
728,1.0,5.0,500.0,0.001,0.0,2.227127517318697e-07,0.0008103994779081,1.6494683733638117e-08
729,1.0,5.0,500.0,0.001,1.0,2.430789193070665e-07,0.0006440640884972,1.7452557598860048e-08
730,1.0,5.0,500.0,0.001,2.0,8.409830496818226e-07,0.0016912449391131,3.725914321519208e-08
731,1.0,5.0,500.0,0.001,3.0,1.4535138784659351e-06,0.0020894982918891,2.187346563010885e-08
732,1.0,5.0,500.0,0.0,0.0,4.795788925870695e-05,0.0036272220762335,2.0314134850064523e-08
733,1.0,5.0,500.0,0.0,1.0,5.001736462657729e-05,0.0036817532967885,2.248296448702635e-08
734,1.0,5.0,500.0,0.0,2.0,7.310814030049992e-05,0.0049190322644057,5.89532877336208e-08
735,1.0,5.0,500.0,0.0,3.0,5.400456492257662e-05,0.0043790581099331,2.5883071574802762e-08
736,1.0,5.0,1000.0,0.1,0.0,0.0004865932905077,0.0175670664316119,0.0001729029606177
737,1.0,5.0,1000.0,0.1,1.0,0.0003225653680545,0.0178365152135689,0.000168918206631
738,1.0,5.0,1000.0,0.1,2.0,0.0004399977515528,0.0171827742620829,0.0001695625910025
739,1.0,5.0,1000.0,0.1,3.0,0.0003866833722888,0.0180307166922862,0.0001656622855734
740,1.0,5.0,1000.0,0.01,0.0,6.720897932190298e-06,0.0049980677667237,1.660814442571063e-06
741,1.0,5.0,1000.0,0.01,1.0,3.389628738636997e-05,0.0135789528831088,1.6763341563111046e-06
742,1.0,5.0,1000.0,0.01,2.0,8.98439900167446e-06,0.0063431366193402,1.6664468026755325e-06
743,1.0,5.0,1000.0,0.01,3.0,7.886447645279938e-06,0.0044395415556439,1.681468181644045e-06
744,1.0,5.0,1000.0,0.001,0.0,1.1942918294612786e-07,0.0005917554262114,1.6432569594405682e-08
745,1.0,5.0,1000.0,0.001,1.0,8.02363525987917e-08,0.0004277508415979,1.7221756766124776e-08
746,1.0,5.0,1000.0,0.001,2.0,1.0659394879460488e-06,0.0023671153727434,4.7482870795008674e-08
747,1.0,5.0,1000.0,0.001,3.0,6.808149968811146e-07,0.0019767576318619,2.249491511404997e-08
748,1.0,5.0,1000.0,0.0,0.0,6.839792567149579e-08,0.0001980510096497,3.750393034458094e-11
749,1.0,5.0,1000.0,0.0,1.0,8.324220375309868e-08,0.0001981224862696,5.5858191251848745e-11
750,1.0,5.0,1000.0,0.0,2.0,1.356729350011848e-06,0.0025496419699254,2.9553888201532165e-08
751,1.0,5.0,1000.0,0.0,3.0,1.2023449642849808e-06,0.0024187703557262,6.319779998042639e-09
752,1.0,5.0,1500.0,0.1,0.0,0.0002335953874483,0.0274828987270359,0.0001717156489005
753,1.0,5.0,1500.0,0.1,1.0,0.000465105155934,0.0380863695026826,0.0001697189251114
754,1.0,5.0,1500.0,0.1,2.0,0.0002056127527827,0.0221777752940048,0.0001682140170588
755,1.0,5.0,1500.0,0.1,3.0,0.0002110996551617,0.0283310170888158,0.000166369606411
756,1.0,5.0,1500.0,0.01,0.0,7.262765281549111e-06,0.0054590693476054,1.6349787868890868e-06
757,1.0,5.0,1500.0,0.01,1.0,2.7415750418477497e-06,0.0025094627450636,1.714564375867918e-06
758,1.0,5.0,1500.0,0.01,2.0,1.250829319566812e-05,0.0079412049051606,1.7083346652449722e-06
759,1.0,5.0,1500.0,0.01,3.0,4.6127965395877786e-06,0.0039316767105994,1.6378337541009143e-06
760,1.0,5.0,1500.0,0.001,0.0,5.8248993317921127e-08,0.0004133702132769,1.6742265519621262e-08
761,1.0,5.0,1500.0,0.001,1.0,9.61415441524524e-08,0.0006029445738219,1.6441155209257797e-08
762,1.0,5.0,1500.0,0.001,2.0,1.9840938877907228e-06,0.0032769137509947,4.9294210852422914e-08
763,1.0,5.0,1500.0,0.001,3.0,8.616644459386529e-07,0.0017404501383846,2.2641419092595043e-08
764,1.0,5.0,1500.0,0.0,0.0,3.606826545577165e-08,0.0001394021288442,1.2767823665436323e-11
765,1.0,5.0,1500.0,0.0,1.0,5.5684141624232775e-08,0.0001781799910523,2.0991546944084088e-11
766,1.0,5.0,1500.0,0.0,2.0,2.298334263455676e-06,0.0034130128264343,2.9960726406019835e-08
767,1.0,5.0,1500.0,0.0,3.0,1.4069106977724908e-06,0.0025731353085428,6.102446993353441e-09
768,2.0,5.0,50.0,0.1,0.0,0.005948721932264,0.110639277873218,0.0001554844143544
769,2.0,5.0,50.0,0.1,1.0,0.0059487285424867,0.1106389648419347,0.0001554844034721
770,2.0,5.0,50.0,0.1,2.0,0.005992826794262,0.1098654789084037,0.0001554482033119
771,2.0,5.0,50.0,0.1,3.0,0.00588068616591,0.1104150592786334,0.0001555099435112
772,2.0,5.0,50.0,0.01,0.0,0.0023309807966022,0.0239798942241832,2.481411003772893e-06
773,2.0,5.0,50.0,0.01,1.0,0.0023310161667962,0.0239800627794367,2.481424039531577e-06
774,2.0,5.0,50.0,0.01,2.0,0.0023585107706117,0.0243483651253229,2.54061659983606e-06
775,2.0,5.0,50.0,0.01,3.0,0.0023039143520535,0.0240987924999999,2.4929146127393543e-06
776,2.0,5.0,50.0,0.001,0.0,4.3302450694585815e-06,0.0019758408493214,1.834280425444387e-08
777,2.0,5.0,50.0,0.001,1.0,4.330244055630616e-06,0.0019758402534676,1.8342803470619937e-08
778,2.0,5.0,50.0,0.001,2.0,8.4419192437769e-06,0.0027804400711444,3.727697637487807e-08
779,2.0,5.0,50.0,0.001,3.0,5.545229783086988e-06,0.0027658696302937,2.345727419907393e-08
780,2.0,5.0,50.0,0.0,0.0,9.479921434094722e-05,0.0054586503296517,3.5774480157406244e-08
781,2.0,5.0,50.0,0.0,1.0,9.47993179077686e-05,0.0054586524424845,3.577448267756856e-08
782,2.0,5.0,50.0,0.0,2.0,8.681881683119502e-05,0.0050431179627705,5.8324374445965024e-08
783,2.0,5.0,50.0,0.0,3.0,8.608583093464864e-05,0.0051556527356447,4.185240200048479e-08
784,2.0,5.0,500.0,0.1,0.0,0.0004380198922617,0.0251502544037547,0.0001696785379232
785,2.0,5.0,500.0,0.1,1.0,0.0003919058536287,0.0236152832186485,0.0001674832451769
786,2.0,5.0,500.0,0.1,2.0,0.000460814821315,0.0303836446209859,0.0001641345231022
787,2.0,5.0,500.0,0.1,3.0,0.0004080923098544,0.0247833275420544,0.0001653630142883
788,2.0,5.0,500.0,0.01,0.0,7.456247123914208e-06,0.0036371849544026,1.6749728123860256e-06
789,2.0,5.0,500.0,0.01,1.0,7.962494103657563e-06,0.0046926795244214,1.6946687554488969e-06
790,2.0,5.0,500.0,0.01,2.0,6.572500499441163e-06,0.0037006151548094,1.7007498957170266e-06
